Rk,Age,G,PA,AB,R,H,2B,3B,HR,RBI,BB,IBB,SO,HBP,SH,SF,GDP,SB,CS,BA,OBP,SLG,OPS,Pos
172,24,2,4,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,/*H*D*3
173,28,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
174,25,39,75,68,5,14,2,0,1,3,4,0,25,2,0,0,0,5,1,0.206,0.27,0.279,0.55,*H7/8
175,28,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
176,25,10,23,21,0,1,1,0,0,0,2,0,7,0,0,0,0,0,0,0.048,0.13,0.095,0.226,/*2H
177,29,92,355,315,41,95,14,4,6,36,29,1,65,7,3,1,7,1,1,0.302,0.372,0.429,0.801,*2/HD
178,29,117,494,468,70,137,33,2,20,69,21,3,102,1,0,4,10,5,4,0.293,0.322,0.5,0.822,*7/8DH
179,25,48,3,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,*1
180,29,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
181,27,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
182,31,25,3,1,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,*1
183,31,70,258,221,28,50,15,1,9,33,26,0,59,4,5,2,4,0,0,0.226,0.316,0.425,0.742,*2
184,26,67,240,225,26,55,12,1,6,27,10,1,45,1,2,2,0,2,1,0.244,0.277,0.387,0.664,*59/HD
185,39,56,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,1,,,*1
186,25,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,/*9
187,32,104,447,387,55,95,24,2,15,54,46,0,109,9,1,4,6,3,1,0.245,0.336,0.434,0.77,*9/HD
188,25,25,2,2,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,*1
189,29,55,106,100,10,27,7,1,1,15,0,0,21,1,2,3,0,2,1,0.27,0.269,0.39,0.659,*H5/64D
190,29,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
191,29,7,24,24,4,10,2,0,1,5,0,0,4,0,0,0,2,0,0,0.417,0.417,0.625,1.042,/*2DH3
192,30,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
193,30,111,372,329,40,81,18,1,13,29,40,6,65,2,1,0,4,11,2,0.246,0.332,0.426,0.757,*7H/4539
194,31,75,281,260,43,84,15,0,11,45,17,0,69,2,0,2,9,2,0,0.323,0.367,0.508,0.874,739/HD
195,23,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,/*1
196,24,25,51,43,4,5,0,0,0,0,2,0,20,0,6,0,0,0,0,0.116,0.156,0.116,0.272,*1/H
197,28,4,5,5,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,/*H*5
198,25,28,87,83,9,24,4,2,2,10,4,0,19,0,0,0,1,1,0,0.289,0.322,0.458,0.78,D7/H9
199,29,28,30,25,2,5,0,0,0,1,3,0,7,0,2,0,1,0,0,0.2,0.286,0.2,0.486,*1
200,26,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
201,42,23,45,42,0,6,1,0,0,3,0,0,18,0,2,1,1,0,0,0.143,0.14,0.167,0.306,*1
202,26,29,86,78,5,19,4,0,0,4,7,0,12,0,1,0,2,2,1,0.244,0.306,0.295,0.601,6/45H
203,22,17,57,48,14,11,4,0,2,10,7,0,15,1,0,1,0,0,0,0.229,0.333,0.438,0.771,*7/H
204,27,48,158,134,19,31,7,0,8,21,21,0,37,1,1,1,2,0,1,0.231,0.338,0.463,0.8,*2/H7
205,25,6,6,3,0,1,0,0,0,0,0,0,1,0,3,0,0,0,0,0.333,0.333,0.333,0.667,/*1
206,24,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
207,24,6,11,10,1,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0.3,0.3,0.4,0.7,/*1
208,27,5,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,/*1
209,25,8,12,9,0,0,0,0,0,1,2,0,5,0,1,0,1,0,0,0,0.182,0,0.182,/*1
210,26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,/*1
211,31,33,121,107,10,19,4,0,3,15,6,0,40,4,2,2,1,0,0,0.178,0.244,0.299,0.543,*2/HD
212,20,60,260,231,33,66,15,0,14,38,26,0,50,1,0,2,8,10,2,0.286,0.358,0.532,0.89,*6
213,34,5,7,6,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0.167,0.167,0.167,0.333,/*1
214,25,9,13,13,0,1,0,0,0,1,0,0,7,0,0,0,0,0,0,0.077,0.077,0.077,0.154,/*1
215,35,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
216,25,5,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,/*1
217,29,35,66,61,6,11,2,1,1,2,4,0,16,0,1,0,1,1,1,0.18,0.231,0.295,0.526,*7/H98D
218,29,53,214,194,28,50,10,1,9,28,14,1,29,2,1,3,4,3,3,0.258,0.31,0.459,0.769,*6/H
219,30,24,59,52,5,7,0,0,1,2,5,0,17,2,0,0,0,0,0,0.135,0.237,0.192,0.43,H/793D
220,25,5,8,6,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,/*1
221,28,114,450,409,57,110,27,4,19,73,29,5,96,8,0,4,10,4,4,0.269,0.327,0.494,0.821,*6/H
222,33,34,88,83,8,24,5,1,2,10,4,0,18,0,0,0,3,3,1,0.289,0.322,0.446,0.768,*7H
223,35,24,94,83,6,13,5,0,0,1,11,0,16,0,0,0,2,1,0,0.157,0.255,0.217,0.472,*7/H
224,23,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
225,25,70,232,217,22,60,11,0,9,27,10,1,50,3,0,2,4,1,0,0.276,0.315,0.452,0.766,*D3H
226,34,116,498,448,66,144,19,1,36,74,47,7,107,3,0,0,3,3,2,0.321,0.39,0.609,0.999,*9D
227,28,43,81,76,0,14,2,0,0,4,3,0,16,0,2,0,3,0,0,0.184,0.215,0.211,0.426,*2*H/5
228,36,87,331,308,37,76,12,1,8,31,20,0,75,3,0,0,13,2,0,0.247,0.299,0.37,0.669,*7/3HD9
229,26,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
230,26,27,81,75,10,18,4,0,0,4,4,1,14,2,0,0,0,2,1,0.24,0.296,0.293,0.59,*7/H89
231,22,8,26,25,2,6,1,1,0,4,1,0,5,0,0,0,0,0,0,0.24,0.269,0.36,0.629,/*5H4
232,26,31,127,115,18,31,6,1,6,19,9,0,22,2,0,1,2,0,0,0.27,0.331,0.496,0.826,*2
233,28,4,4,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,/*H7
234,31,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,/*1
235,29,115,477,417,69,108,19,0,34,89,52,2,148,3,0,5,4,1,1,0.259,0.342,0.549,0.891,*39D
236,28,74,239,214,19,49,17,0,3,20,23,0,44,0,0,2,5,0,0,0.229,0.301,0.35,0.652,*3/H1D
237,27,79,281,247,28,59,13,2,12,36,31,0,78,1,0,2,7,2,1,0.239,0.324,0.453,0.777,*7H
238,34,82,266,244,39,60,13,8,3,17,18,0,50,1,1,2,5,17,5,0.246,0.298,0.402,0.7,8H7/D9
239,29,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
240,31,84,277,253,39,69,13,6,7,32,17,2,65,4,2,1,3,5,3,0.273,0.327,0.455,0.782,*79H/8
241,27,51,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,*1
242,28,39,123,112,11,29,5,0,4,15,10,0,25,1,0,0,2,0,2,0.259,0.325,0.411,0.736,H4/7653
243,34,20,39,37,0,3,0,0,0,3,0,0,15,0,2,0,1,0,0,0.081,0.081,0.081,0.162,*1
244,26,24,54,51,1,4,0,0,0,2,0,0,21,0,3,0,0,0,0,0.078,0.078,0.078,0.157,*1
245,22,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,/*1
246,25,9,20,13,5,1,0,1,0,0,6,0,5,0,1,0,0,0,0,0.077,0.368,0.231,0.599,/*H719
247,27,23,52,46,3,8,1,0,0,2,2,0,13,0,4,0,4,0,0,0.174,0.208,0.196,0.404,*1/H
248,35,97,301,273,27,65,9,2,5,28,20,1,52,6,0,2,5,3,2,0.238,0.302,0.341,0.643,*7HD/98
249,31,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
250,25,42,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,*1
251,27,26,55,49,5,9,0,1,2,5,5,0,11,0,1,0,0,0,0,0.184,0.259,0.347,0.606,*7/H9
252,34,70,181,168,13,45,9,0,2,15,9,1,42,1,2,1,6,0,1,0.268,0.307,0.357,0.664,7H9/8
253,28,76,149,133,11,29,2,2,4,19,13,5,29,0,3,0,2,1,2,0.218,0.288,0.353,0.641,*H6/4359
254,25,23,47,42,1,7,1,0,0,2,2,0,23,0,2,1,0,0,0,0.167,0.2,0.19,0.39,*1
255,22,81,317,270,54,72,15,7,1,25,39,1,67,2,5,1,0,21,5,0.267,0.362,0.385,0.747,*87/HD4
256,29,113,462,426,54,96,19,2,15,41,27,0,131,3,4,2,4,10,3,0.225,0.275,0.385,0.66,*6/H
257,28,23,33,29,0,2,1,0,0,0,1,0,10,0,3,0,1,0,0,0.069,0.1,0.103,0.203,*1
258,29,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
259,30,4,7,5,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0.167,0,0.167,/*6
260,31,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
261,25,2,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,1,/*H
262,26,43,153,146,16,46,9,2,5,18,7,0,35,0,0,0,2,0,1,0.315,0.346,0.507,0.853,*7/HD
263,40,24,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,*1
264,25,52,160,136,24,35,7,1,8,16,14,1,37,9,0,1,2,0,1,0.257,0.363,0.5,0.863,57H/3
265,23,8,8,8,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.125,0.125,0.125,0.25,/*H
266,28,14,23,23,2,6,1,1,1,3,0,0,12,0,0,0,0,0,0,0.261,0.261,0.522,0.783,/*H379
267,24,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,/*1
268,29,117,519,459,86,134,30,0,31,87,48,0,102,5,1,6,11,4,0,0.292,0.361,0.56,0.921,*5/DH
269,30,23,32,30,0,5,1,0,0,3,2,0,10,0,0,0,1,0,0,0.167,0.219,0.2,0.419,*H/93
270,28,115,512,456,82,113,31,3,25,61,44,1,114,6,0,6,4,10,4,0.248,0.318,0.493,0.812,*4
271,28,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,/*1
272,32,100,349,313,34,60,14,1,15,35,28,0,60,1,4,3,6,0,2,0.192,0.258,0.387,0.645,*46/H5
273,29,110,458,393,57,97,27,0,21,55,50,3,120,12,0,3,10,0,1,0.247,0.347,0.476,0.823,*3/H
274,32,44,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,*1
275,24,105,415,389,53,119,23,5,10,59,17,0,67,5,2,2,15,5,0,0.306,0.341,0.468,0.809,*5H/463
276,32,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
277,30,53,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,*1
278,28,13,38,31,3,4,0,0,1,4,6,0,12,1,0,0,2,0,0,0.129,0.289,0.226,0.515,*3
279,30,67,172,152,25,39,6,6,1,15,12,0,30,4,4,0,2,22,2,0.257,0.327,0.395,0.722,87H9/D
280,29,2,3,2,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,/*H*2
281,26,110,492,436,70,115,19,8,10,30,44,2,98,9,3,0,4,11,4,0.264,0.344,0.413,0.756,*8/DH
282,27,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
283,24,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,/*1
284,34,37,125,105,10,22,5,0,2,7,18,1,23,0,2,0,3,0,0,0.21,0.325,0.314,0.639,*2/H
285,31,70,323,288,46,79,7,2,6,25,26,0,53,4,0,3,3,14,7,0.274,0.34,0.375,0.715,*8
286,28,51,158,141,10,29,5,0,2,16,12,1,25,0,2,3,6,1,1,0.206,0.263,0.284,0.547,3/5647H1D
287,32,107,451,384,59,98,23,0,21,65,55,2,77,5,0,7,11,1,2,0.255,0.35,0.479,0.829,*D3/H
288,25,23,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,*1
289,28,107,486,449,63,120,17,3,2,37,19,1,51,7,8,3,9,11,5,0.267,0.305,0.332,0.637,*6
290,26,86,282,260,22,62,17,3,4,33,15,0,59,2,2,3,3,2,3,0.238,0.282,0.373,0.655,76/DH459
291,32,105,445,409,52,123,19,1,8,36,26,0,55,7,1,2,17,1,2,0.301,0.351,0.411,0.762,*5/D
292,28,98,356,317,51,78,17,1,12,31,29,5,83,6,2,2,5,4,2,0.246,0.319,0.42,0.739,*45/H637
293,31,25,3,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.333,0.333,0.333,0.667,*1
294,33,104,345,304,43,88,14,5,12,39,35,2,54,4,0,2,8,2,2,0.289,0.368,0.487,0.855,97H/8
295,31,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
296,25,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
297,28,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
298,25,74,104,92,13,12,3,0,1,5,6,0,33,2,3,1,0,3,1,0.13,0.198,0.196,0.394,*5H6/4D
299,32,15,2,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.5,0.5,0.5,1,*1
300,22,7,16,13,2,2,1,0,1,2,0,0,4,0,3,0,0,0,0,0.154,0.154,0.462,0.615,/*1
301,28,14,45,41,6,8,1,0,2,5,2,0,16,1,1,0,0,1,0,0.195,0.25,0.366,0.616,*4/H6
302,31,115,503,447,57,145,24,0,17,69,43,11,57,9,0,4,14,0,0,0.324,0.392,0.492,0.884,*D3/H
303,24,1,3,3,1,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0.333,0.333,0.667,1,/*7
304,29,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
305,31,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
306,28,2,8,8,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.25,0.5,0.75,/*5
307,31,20,35,28,2,7,1,0,0,0,2,0,12,0,5,0,0,0,0,0.25,0.3,0.286,0.586,*1/H
308,28,65,221,197,23,41,6,3,4,22,16,1,61,4,2,2,5,0,0,0.208,0.279,0.33,0.608,*4/63H5
309,29,12,13,12,0,1,0,0,0,0,0,0,6,0,1,0,0,0,0,0.083,0.083,0.083,0.167,*1
310,23,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,/*1
311,23,12,33,32,3,7,1,0,0,0,0,0,4,0,1,0,0,0,0,0.219,0.219,0.25,0.469,*7/9
312,23,107,407,384,40,97,18,0,11,44,16,1,55,3,2,2,6,0,0,0.253,0.286,0.385,0.672,*64/H
313,28,14,18,16,3,1,0,0,0,0,2,0,9,0,0,0,0,0,0,0.063,0.167,0.063,0.229,*6/H4
314,29,85,277,260,16,56,10,0,8,29,12,0,89,4,1,0,6,0,1,0.215,0.261,0.346,0.607,*2/3HD
315,23,16,27,25,0,2,1,0,0,3,0,0,16,0,1,1,1,0,0,0.08,0.077,0.12,0.197,*1
316,28,115,461,403,47,112,21,1,13,51,43,0,80,11,0,4,8,7,3,0.278,0.36,0.432,0.792,*43/5DH
317,29,113,503,433,76,106,20,6,12,33,62,1,108,3,2,3,3,17,7,0.245,0.341,0.402,0.743,*8/H
318,22,77,326,296,43,82,22,1,13,48,25,2,50,4,0,1,8,1,0,0.277,0.34,0.49,0.83,*5/3H
319,31,87,246,234,25,64,13,1,10,35,9,0,46,1,0,2,6,0,2,0.274,0.301,0.466,0.767,*9H7/1
320,24,28,78,72,8,10,3,1,1,3,6,0,24,0,0,0,1,1,0,0.139,0.205,0.25,0.455,3H/46D1
321,37,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
322,29,114,495,454,65,118,33,1,29,73,31,1,94,5,0,5,16,11,4,0.26,0.311,0.529,0.84,*5/H
323,25,76,322,292,46,83,21,0,14,45,27,3,69,2,0,1,4,3,1,0.284,0.348,0.5,0.848,*3/HD
324,28,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
325,32,90,353,317,40,76,17,0,11,43,25,0,79,8,0,3,9,1,1,0.24,0.309,0.397,0.706,*5/DH
326,25,14,23,20,1,1,0,0,0,0,1,0,12,1,1,0,0,0,0,0.05,0.136,0.05,0.186,*1
327,27,49,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,*1
328,29,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
329,29,7,21,18,2,3,1,0,0,2,3,0,11,0,0,0,0,0,0,0.167,0.286,0.222,0.508,/*2
330,33,97,261,233,27,46,13,3,2,18,24,1,46,1,2,1,5,8,2,0.197,0.274,0.305,0.579,78H9/D
331,29,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
332,29,25,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,1,*1
333,21,25,98,87,13,19,3,1,5,13,11,3,43,0,0,0,0,2,0,0.218,0.306,0.448,0.754,*57/H8D
334,25,108,426,398,42,107,11,3,5,30,20,0,79,3,3,2,9,7,1,0.269,0.307,0.349,0.657,*6/H
335,25,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
336,30,23,86,84,11,20,5,0,4,7,2,0,19,0,0,0,2,0,0,0.238,0.256,0.44,0.696,*5/7H
337,24,106,431,401,46,106,14,1,11,45,23,2,107,6,0,1,9,6,7,0.264,0.313,0.387,0.7,*9/HD
338,25,16,23,20,1,7,2,0,1,2,3,1,4,0,0,0,0,0,0,0.35,0.435,0.6,1.035,*H/465
339,28,11,23,23,1,2,0,0,0,1,0,0,6,0,0,0,0,0,0,0.087,0.087,0.087,0.174,*1
340,22,11,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,1,,,*1
341,24,7,6,6,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0.333,0.333,0.333,0.667,/H7684
342,28,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
343,24,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
344,31,109,482,417,75,118,24,3,11,52,51,1,97,5,7,2,6,16,5,0.283,0.366,0.434,0.8,*78/H
345,31,23,42,34,0,3,0,0,0,0,1,0,17,0,7,0,0,0,1,0.088,0.114,0.088,0.203,*1
346,28,112,442,419,47,99,14,9,18,61,18,2,90,2,0,3,9,0,1,0.236,0.269,0.442,0.711,*D7/H
347,24,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
348,29,8,12,10,0,1,0,0,0,0,0,0,5,0,2,0,0,0,0,0.1,0.1,0.1,0.2,/*1
349,27,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
350,25,75,262,249,25,64,13,3,5,22,9,5,48,4,0,0,7,0,1,0.257,0.294,0.394,0.687,*4/H
351,31,17,43,38,3,3,0,0,0,2,3,0,13,1,0,1,0,1,0,0.079,0.163,0.079,0.242,*7/89H
352,27,16,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,*1
353,27,116,458,413,46,111,20,3,3,40,30,0,55,2,7,6,6,2,1,0.269,0.317,0.354,0.671,*4/H6
354,27,24,5,5,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0.2,0.2,0.2,0.4,*1
355,24,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
356,27,75,253,237,14,54,15,2,4,24,13,2,47,1,0,2,2,0,1,0.228,0.269,0.359,0.627,*5/H3D4
357,31,39,118,109,14,34,9,1,1,9,8,0,18,0,0,1,2,4,0,0.312,0.356,0.44,0.796,*89/H7
358,25,37,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,*1
359,32,10,32,29,5,8,3,0,2,8,1,0,5,0,2,0,1,2,0,0.276,0.3,0.586,0.886,*2
360,25,3,4,3,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,/*1
361,26,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
362,26,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,/*1
363,27,89,282,248,31,55,9,2,4,31,24,0,53,1,6,3,7,0,1,0.222,0.29,0.323,0.612,*46/H795
364,27,116,513,416,75,139,28,2,22,86,89,24,106,1,0,6,10,19,5,0.334,0.447,0.57,1.017,*3/DH
365,30,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
366,34,73,212,180,24,38,7,0,5,17,27,1,61,3,0,2,5,1,1,0.211,0.321,0.333,0.654,*7H/9
367,27,63,257,239,24,55,13,0,7,28,11,1,69,3,0,4,6,0,0,0.23,0.268,0.372,0.641,*2/DH
368,29,90,381,350,48,87,22,1,9,47,25,0,84,5,1,0,4,11,6,0.249,0.308,0.394,0.702,*8/H4D
369,27,66,134,127,15,23,11,2,1,7,3,0,40,2,2,0,1,0,0,0.181,0.212,0.323,0.535,H45/67
370,27,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
371,33,115,479,425,65,124,27,0,24,73,46,8,76,5,0,2,15,0,1,0.292,0.366,0.525,0.891,*3/HD
372,29,109,437,396,63,107,20,1,27,67,35,3,90,1,1,4,7,2,0,0.27,0.328,0.53,0.858,*9
373,29,22,39,30,1,3,1,0,0,2,0,0,12,2,7,0,0,0,0,0.1,0.156,0.133,0.29,*1
374,26,87,263,244,31,65,15,1,7,25,12,0,50,2,5,0,8,3,3,0.266,0.306,0.422,0.728,63H54/D7
375,31,22,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,*1
376,22,7,12,10,2,1,0,0,0,1,1,0,4,0,1,0,0,0,0,0.1,0.182,0.1,0.282,/*1
377,31,78,312,258,32,72,13,0,11,39,39,6,63,12,0,3,2,1,4,0.279,0.394,0.457,0.852,*7
378,27,102,460,438,55,145,18,6,2,34,14,2,68,1,5,2,5,37,14,0.331,0.352,0.413,0.765,*4
379,32,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
380,24,100,365,337,44,85,16,5,2,18,26,0,94,0,2,0,7,18,8,0.252,0.306,0.347,0.653,*8/H
381,31,38,138,128,9,27,6,0,1,13,8,0,23,1,0,1,2,2,1,0.211,0.261,0.281,0.542,*2/H
382,26,20,42,40,2,13,4,0,0,2,2,0,5,0,0,0,0,2,0,0.325,0.357,0.425,0.782,*H/54
383,22,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
384,26,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
385,25,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
386,26,91,337,283,41,80,12,0,15,44,50,1,68,1,1,2,10,0,1,0.283,0.39,0.484,0.874,*2/H3
387,34,118,504,437,63,109,22,1,20,50,58,3,121,5,0,4,3,9,4,0.249,0.341,0.442,0.783,*9H/8D
388,24,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
389,23,3,4,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0.25,0,0.25,/*1
390,25,24,3,3,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0.333,0.333,0.333,0.667,*1
391,27,13,22,21,5,5,0,0,0,2,1,1,6,0,0,0,0,0,0,0.238,0.273,0.238,0.511,/*H34D67
392,26,18,5,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,*1
393,27,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,/*1
394,31,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
395,37,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
396,25,110,408,374,39,96,14,1,5,32,20,0,60,7,3,4,3,4,2,0.257,0.304,0.34,0.643,*6/H
397,31,24,61,53,7,12,1,0,2,3,1,0,8,0,6,1,0,1,0,0.226,0.236,0.358,0.595,*1
398,23,85,312,289,46,82,21,7,15,44,19,2,97,3,0,1,4,4,2,0.284,0.333,0.561,0.894,*789H
399,38,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
400,26,42,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,*1
401,25,24,54,49,7,7,2,0,1,5,5,0,17,0,0,0,0,0,0,0.143,0.222,0.245,0.467,*7/H9D
402,24,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,/*1
403,26,10,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,*1
404,30,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,/*1
405,28,84,193,184,22,44,7,1,11,32,5,0,48,2,0,2,6,0,0,0.239,0.264,0.467,0.732,H75/D
406,36,22,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,*1
407,32,32,93,87,12,27,8,0,7,19,5,0,25,0,0,1,2,0,0,0.31,0.344,0.644,0.988,*7H/9D
408,29,93,271,229,31,59,12,1,5,23,21,0,45,17,3,1,3,10,2,0.258,0.362,0.384,0.746,7H98/D
409,26,86,290,266,17,62,11,0,8,34,18,1,72,5,0,1,10,0,1,0.233,0.293,0.365,0.658,*4H/63D
410,29,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
411,25,16,3,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,*1
412,27,9,18,15,1,2,0,0,0,0,0,0,6,0,3,0,0,0,0,0.133,0.133,0.133,0.267,/*1
413,24,106,424,386,54,88,7,3,4,28,24,0,69,1,9,4,4,53,7,0.228,0.272,0.293,0.565,*8/H
414,34,38,152,142,19,36,7,0,6,21,9,0,40,0,0,1,1,0,0,0.254,0.296,0.43,0.726,*79/HD
415,32,23,52,48,4,9,1,0,0,2,1,0,14,0,2,1,0,0,0,0.188,0.2,0.208,0.408,*1/H
416,25,30,12,9,1,1,0,0,0,2,0,0,4,0,3,0,0,0,0,0.111,0.111,0.111,0.222,*1
